donation_id,amount,created_at,campaign_id,donor_hash,_loaded_at
AB-1-00688,100.46,2026-03-27 10:00:00,fundraising_2026,sha256:d21ecf6e5a0a66a9,2026-07-10 17:40:38
AB-1-00689,25.82,2026-02-01 15:00:00,small_dollar,sha256:cc370e262cdecad6,2026-07-10 17:40:38
AB-1-00690,4.51,2026-03-13 19:00:00,volunteer_drive,sha256:54e06c8188f14dd9,2026-07-10 17:40:38
AB-1-00691,9.15,2026-03-02 15:00:00,small_dollar,sha256:d80e15521416ab3d,2026-07-10 17:40:38
AB-1-00692,5.01,2026-02-12 08:00:00,small_dollar,sha256:20293d67a8ae2dd1,2026-07-10 17:40:38
AB-1-00693,49.44,2026-01-31 02:00:00,small_dollar,sha256:2f7888166d6e49db,2026-07-10 17:40:38
AB-1-00694,23.09,2026-03-05 14:00:00,small_dollar,sha256:11fbc7be027443a7,2026-07-10 17:40:38
AB-1-00695,49.12,2026-01-03 03:00:00,fundraising_2026,sha256:bdc16ed33fee4417,2026-07-10 17:40:38
AB-1-00696,240.23,2026-03-19 19:00:00,volunteer_drive,sha256:2e9a93a796bee5ab,2026-07-10 17:40:38
AB-1-00697,26.63,2026-02-28 10:00:00,volunteer_drive,sha256:103025d8477d5774,2026-07-10 17:40:38
AB-1-00698,102.0,2026-02-12 17:00:00,gotv_march,sha256:721b46b7ce2ad973,2026-07-10 17:40:38
AB-1-00699,236.09,2026-01-15 03:00:00,gotv_march,sha256:5263ea5a344573d4,2026-07-10 17:40:38
AB-1-00700,100.44,2026-03-23 09:00:00,fundraising_2026,sha256:381db80b3cbd99e5,2026-07-10 17:40:38
AB-1-00701,10.64,2026-01-22 15:00:00,small_dollar,sha256:53d4611ba71a1941,2026-07-10 17:40:38
AB-1-00702,9.24,2026-03-20 06:00:00,small_dollar,sha256:badf303785f70075,2026-07-10 17:40:38
AB-1-00703,23.04,2026-01-25 22:00:00,small_dollar,sha256:8e72e70b676537ed,2026-07-10 17:40:38
AB-1-00704,92.46,2026-03-23 21:00:00,small_dollar,sha256:395f1775319e90a8,2026-07-10 17:40:38
AB-1-00705,10.93,2026-03-17 16:00:00,fundraising_2026,sha256:26f5c587238478bc,2026-07-10 17:40:38
AB-1-00706,53.39,2026-01-07 17:00:00,small_dollar,sha256:d491a3ecd31a2282,2026-07-10 17:40:38
AB-1-00707,93.47,2026-01-23 22:00:00,volunteer_drive,sha256:3c83821a02032d63,2026-07-10 17:40:38
AB-1-00708,107.65,2026-03-26 19:00:00,small_dollar,sha256:cc9c2d6bc48fc0fa,2026-07-10 17:40:38
AB-1-00709,9.55,2026-03-19 22:00:00,gotv_march,sha256:132472f803f54e4b,2026-07-10 17:40:38
AB-1-00710,9.83,2026-02-27 04:00:00,gotv_march,sha256:d9b9d3d7932195b3,2026-07-10 17:40:38
AB-1-00711,261.84,2026-03-12 10:00:00,volunteer_drive,sha256:86776d332dbbaf35,2026-07-10 17:40:38
AB-1-00712,25.93,2026-03-21 22:00:00,volunteer_drive,sha256:91cd38fb9a8adcb5,2026-07-10 17:40:38
AB-1-00713,100.85,2026-03-25 05:00:00,gotv_march,sha256:36add9b5d9328b1d,2026-07-10 17:40:38
AB-1-00714,50.83,2026-02-15 17:00:00,small_dollar,sha256:9a389bac1c5374bf,2026-07-10 17:40:38
AB-1-00715,53.08,2026-03-10 09:00:00,fundraising_2026,sha256:343c78068ab78061,2026-07-10 17:40:38
AB-1-00716,227.83,2026-01-19 01:00:00,gotv_march,sha256:0c200cc046a318c9,2026-07-10 17:40:38
AB-1-00717,237.53,2026-01-21 09:00:00,fundraising_2026,sha256:ebd2cab092a5cbc8,2026-07-10 17:40:38
AB-1-00718,90.65,2026-02-07 06:00:00,small_dollar,sha256:31213c1aee4eb99d,2026-07-10 17:40:38
AB-1-00719,107.3,2026-03-28 23:00:00,small_dollar,sha256:990ed33cc7cdcb82,2026-07-10 17:40:38
AB-1-00720,258.22,2026-03-31 09:00:00,small_dollar,sha256:15c83663b515a46a,2026-07-10 17:40:38
AB-1-00721,91.08,2026-03-29 10:00:00,gotv_march,sha256:2d86fd338221dd9e,2026-07-10 17:40:38
AB-1-00722,260.23,2026-02-26 07:00:00,gotv_march,sha256:10bd4ec1f26ba096,2026-07-10 17:40:38
AB-1-00723,93.93,2026-03-11 23:00:00,volunteer_drive,sha256:2e3b4f4be988e572,2026-07-10 17:40:38
AB-1-00724,4.69,2026-01-23 21:00:00,volunteer_drive,sha256:592b2ebcad778b83,2026-07-10 17:40:38
AB-1-00725,4.93,2026-01-16 12:00:00,gotv_march,sha256:4d0a4c2111a23229,2026-07-10 17:40:38
AB-1-00726,4.83,2026-03-16 08:00:00,volunteer_drive,sha256:f78b390ad41a5927,2026-07-10 17:40:38
AB-1-00727,5.27,2026-02-11 19:00:00,gotv_march,sha256:10bf947d366c37ca,2026-07-10 17:40:38
AB-1-00728,22.86,2026-03-15 17:00:00,gotv_march,sha256:8a4a80863b6e4f38,2026-07-10 17:40:38
AB-1-00729,5.29,2026-01-24 16:00:00,volunteer_drive,sha256:41787a6a1a4d078b,2026-07-10 17:40:38
AB-1-00730,4.85,2026-03-10 12:00:00,volunteer_drive,sha256:dc49d0a96e51f654,2026-07-10 17:40:38
AB-1-00731,23.59,2026-02-12 11:00:00,small_dollar,sha256:e93623ff34a1b38f,2026-07-10 17:40:38
AB-1-00732,5.17,2026-03-25 00:00:00,small_dollar,sha256:3470873d7c148de7,2026-07-10 17:40:38
AB-1-00733,94.88,2026-03-24 19:00:00,fundraising_2026,sha256:9cafbbaece9fbae2,2026-07-10 17:40:38
AB-1-00734,4.89,2026-02-11 12:00:00,gotv_march,sha256:471d5306be4f4de9,2026-07-10 17:40:38
AB-1-00735,106.06,2026-03-08 11:00:00,small_dollar,sha256:c33b9f7ccfdc390b,2026-07-10 17:40:38
AB-1-00736,9.64,2026-02-07 20:00:00,fundraising_2026,sha256:9f02bef2c9999018,2026-07-10 17:40:38
AB-1-00737,90.15,2026-01-22 17:00:00,fundraising_2026,sha256:54c6f5353d159bab,2026-07-10 17:40:38
AB-1-00738,246.21,2026-03-22 06:00:00,fundraising_2026,sha256:d4dca0349342aa89,2026-07-10 17:40:38
AB-1-00739,51.47,2026-03-31 23:00:00,fundraising_2026,sha256:a73c34bfbe8ca0af,2026-07-10 17:40:38
AB-1-00740,52.17,2026-01-20 00:00:00,fundraising_2026,sha256:18c567160c62c012,2026-07-10 17:40:38
AB-1-00741,25.29,2026-01-07 05:00:00,volunteer_drive,sha256:856a36e9bfc03642,2026-07-10 17:40:38
AB-1-00742,51.3,2026-02-22 12:00:00,small_dollar,sha256:64deff5079f75204,2026-07-10 17:40:38
AB-1-00743,5.03,2026-02-19 21:00:00,fundraising_2026,sha256:21a286c19aa5f6be,2026-07-10 17:40:38
AB-1-00744,267.41,2026-03-16 01:00:00,gotv_march,sha256:8b8994ed30ecb980,2026-07-10 17:40:38
AB-1-00745,240.07,2026-01-14 09:00:00,fundraising_2026,sha256:e98611482303e9c3,2026-07-10 17:40:38
AB-1-00746,53.22,2026-02-26 12:00:00,fundraising_2026,sha256:bb415779acd00428,2026-07-10 17:40:38
AB-1-00747,10.49,2026-03-10 07:00:00,gotv_march,sha256:e45bcbf533d150a2,2026-07-10 17:40:38
AB-1-00748,269.35,2026-01-19 09:00:00,gotv_march,sha256:729e17f5252510f3,2026-07-10 17:40:38
AB-1-00749,92.83,2026-01-02 17:00:00,fundraising_2026,sha256:afa249019faf9d92,2026-07-10 17:40:38
AB-1-00750,100.95,2026-03-18 12:00:00,fundraising_2026,sha256:553d004eb506c635,2026-07-10 17:40:38
AB-1-00751,54.06,2026-02-14 06:00:00,volunteer_drive,sha256:154e3429a8251a2f,2026-07-10 17:40:38
AB-1-00752,23.47,2026-01-29 19:00:00,volunteer_drive,sha256:4535c5ab7185b6cc,2026-07-10 17:40:38
AB-1-00753,99.23,2026-03-14 01:00:00,fundraising_2026,sha256:9c36684a9690f3ab,2026-07-10 17:40:38
AB-1-00754,4.7,2026-01-09 08:00:00,small_dollar,sha256:9e1e98f382a5b254,2026-07-10 17:40:38
AB-1-00755,257.77,2026-02-15 04:00:00,fundraising_2026,sha256:6dbffe481d96989e,2026-07-10 17:40:38
AB-1-00756,24.93,2026-01-09 06:00:00,gotv_march,sha256:1a9ec89d89e5cfa8,2026-07-10 17:40:38
AB-1-00757,93.05,2026-02-09 22:00:00,gotv_march,sha256:6969c5ceb035fb50,2026-07-10 17:40:38
AB-1-00758,4.81,2026-02-24 05:00:00,volunteer_drive,sha256:99ae52b67e9864bd,2026-07-10 17:40:38
AB-1-00759,26.7,2026-03-24 13:00:00,volunteer_drive,sha256:67f7f8ade01aa4bb,2026-07-10 17:40:38
AB-1-00760,49.45,2026-02-12 15:00:00,gotv_march,sha256:1b28aa7c765d3a8d,2026-07-10 17:40:38
AB-1-00761,255.33,2026-01-14 05:00:00,gotv_march,sha256:6da8d4db17d091d3,2026-07-10 17:40:38
AB-1-00762,9.53,2026-01-18 17:00:00,fundraising_2026,sha256:8f8c38ba5a694d13,2026-07-10 17:40:38
AB-1-00763,226.56,2026-01-03 16:00:00,small_dollar,sha256:ce4eeac4b49e0c97,2026-07-10 17:40:38
AB-1-00764,95.21,2026-01-28 01:00:00,small_dollar,sha256:178666a7805373c6,2026-07-10 17:40:38
AB-1-00765,47.23,2026-01-20 11:00:00,gotv_march,sha256:c90a462278a7f676,2026-07-10 17:40:38
AB-1-00766,4.9,2026-03-06 16:00:00,fundraising_2026,sha256:244ca5a9d54a273d,2026-07-10 17:40:38
AB-1-00767,10.51,2026-03-20 21:00:00,volunteer_drive,sha256:d4803b72e9ccc228,2026-07-10 17:40:38
AB-1-00768,103.19,2026-01-23 18:00:00,volunteer_drive,sha256:943d65bc25a564bb,2026-07-10 17:40:38
AB-1-00769,4.72,2026-03-03 11:00:00,small_dollar,sha256:4bf6533b44ab1710,2026-07-10 17:40:38
AB-1-00770,9.09,2026-02-03 11:00:00,volunteer_drive,sha256:5c209484b1bc60e8,2026-07-10 17:40:38
AB-1-00771,54.18,2026-02-16 12:00:00,fundraising_2026,sha256:ab31370a93ee07fb,2026-07-10 17:40:38
AB-1-00772,5.2,2026-03-25 10:00:00,gotv_march,sha256:4c30bad57acbedbd,2026-07-10 17:40:38
AB-1-00773,101.4,2026-02-03 18:00:00,small_dollar,sha256:f94357a7ff96e660,2026-07-10 17:40:38
AB-1-00774,269.91,2026-02-16 18:00:00,fundraising_2026,sha256:0405448490f76740,2026-07-10 17:40:38
AB-1-00775,98.12,2026-02-18 07:00:00,gotv_march,sha256:82f5a27c5999ebca,2026-07-10 17:40:38
AB-1-00776,5.0,2026-03-03 19:00:00,volunteer_drive,sha256:8b339d70af24652a,2026-07-10 17:40:38
AB-1-00777,102.87,2026-01-30 02:00:00,volunteer_drive,sha256:ca277626e10cd92f,2026-07-10 17:40:38
AB-1-00778,104.35,2026-01-21 11:00:00,fundraising_2026,sha256:5b7b3ea921faf73a,2026-07-10 17:40:38
AB-1-00779,230.67,2026-02-23 10:00:00,small_dollar,sha256:9a21a17abeb1f035,2026-07-10 17:40:38
AB-1-00780,266.67,2026-03-17 05:00:00,fundraising_2026,sha256:662d613ede810b0b,2026-07-10 17:40:38
AB-1-00781,93.22,2026-01-17 18:00:00,fundraising_2026,sha256:e4500be4a23d8092,2026-07-10 17:40:38
AB-1-00782,9.52,2026-01-19 01:00:00,volunteer_drive,sha256:6f904284921b4ff5,2026-07-10 17:40:38
AB-1-00783,102.75,2026-02-21 19:00:00,gotv_march,sha256:d73a7ff2399df315,2026-07-10 17:40:38
AB-1-00784,109.86,2026-01-28 14:00:00,small_dollar,sha256:c943aa2b053a2838,2026-07-10 17:40:38
AB-1-00785,10.59,2026-02-22 19:00:00,volunteer_drive,sha256:ebcd8a9f88bddea8,2026-07-10 17:40:38
AB-1-00786,10.45,2026-03-07 08:00:00,gotv_march,sha256:ce411fec829e1674,2026-07-10 17:40:38
AB-1-00787,4.73,2026-03-18 18:00:00,small_dollar,sha256:6ab9d8214c40cb1b,2026-07-10 17:40:38
AB-1-00788,107.19,2026-01-03 06:00:00,small_dollar,sha256:0a6f96d378a44926,2026-07-10 17:40:38
AB-1-00789,9.95,2026-03-19 03:00:00,fundraising_2026,sha256:9a65b4e0ac96abc8,2026-07-10 17:40:38
AB-1-00790,4.59,2026-03-10 16:00:00,volunteer_drive,sha256:0b79e8e69d507d9a,2026-07-10 17:40:38
AB-1-00791,257.46,2026-03-11 00:00:00,small_dollar,sha256:7f0ed15e517cf4df,2026-07-10 17:40:38
AB-1-00792,98.58,2026-01-06 22:00:00,small_dollar,sha256:8d5020cab4aac7c4,2026-07-10 17:40:38
AB-1-00793,106.09,2026-02-18 11:00:00,fundraising_2026,sha256:82dfec6ccd294622,2026-07-10 17:40:38
AB-1-00794,10.82,2026-02-02 15:00:00,fundraising_2026,sha256:142a8448ebaf2999,2026-07-10 17:40:38
AB-1-00795,23.45,2026-03-11 13:00:00,fundraising_2026,sha256:23f7f6931039c585,2026-07-10 17:40:38
AB-1-00796,4.88,2026-01-16 16:00:00,volunteer_drive,sha256:0a7b11b05ac3e5cd,2026-07-10 17:40:38
AB-1-00797,23.03,2026-02-10 13:00:00,small_dollar,sha256:3caecda616d2da95,2026-07-10 17:40:38
AB-1-00798,98.47,2026-02-02 08:00:00,gotv_march,sha256:4d36a49caf228b46,2026-07-10 17:40:38
AB-1-00799,9.83,2026-03-29 12:00:00,small_dollar,sha256:5891c02deb46c65e,2026-07-10 17:40:38
AB-1-00800,47.54,2026-03-13 17:00:00,gotv_march,sha256:35f2e0931dbc2758,2026-07-10 17:40:38
AB-1-00801,10.71,2026-02-20 23:00:00,fundraising_2026,sha256:42c070bfc84ad23a,2026-07-10 17:40:38
AB-1-00802,9.2,2026-02-27 22:00:00,small_dollar,sha256:c69c3cc9ccdca356,2026-07-10 17:40:38
AB-1-00803,259.23,2026-03-12 19:00:00,fundraising_2026,sha256:5d2026296c4c9c63,2026-07-10 17:40:38
AB-1-00804,5.32,2026-03-23 00:00:00,small_dollar,sha256:324705ed6aafa999,2026-07-10 17:40:38
AB-1-00805,4.76,2026-02-25 02:00:00,gotv_march,sha256:fc7b7d14c750e99b,2026-07-10 17:40:38
AB-1-00806,54.31,2026-01-05 23:00:00,small_dollar,sha256:44d92c9d9719fba7,2026-07-10 17:40:38
AB-1-00807,273.18,2026-03-08 09:00:00,fundraising_2026,sha256:386f1af20c340bc6,2026-07-10 17:40:38
AB-1-00808,49.39,2026-01-23 20:00:00,volunteer_drive,sha256:ffccbed97c9029a8,2026-07-10 17:40:38
AB-1-00809,9.07,2026-03-08 09:00:00,volunteer_drive,sha256:56177d9d183b632b,2026-07-10 17:40:38
AB-1-00810,23.7,2026-03-28 01:00:00,fundraising_2026,sha256:05eec3f9d44c4e28,2026-07-10 17:40:38
AB-1-00811,48.53,2026-01-12 08:00:00,small_dollar,sha256:7aa2cb678e590996,2026-07-10 17:40:38
AB-1-00812,5.24,2026-01-26 16:00:00,fundraising_2026,sha256:38364feb031c1517,2026-07-10 17:40:38
AB-1-00813,266.49,2026-03-12 09:00:00,gotv_march,sha256:9820f45839059af6,2026-07-10 17:40:38
AB-1-00814,109.26,2026-02-05 07:00:00,small_dollar,sha256:e0b901eef1b06967,2026-07-10 17:40:38
AB-1-00815,23.38,2026-03-15 00:00:00,fundraising_2026,sha256:2c6c028f13e38712,2026-07-10 17:40:38
AB-1-00816,27.24,2026-03-06 09:00:00,gotv_march,sha256:def148e04a09b489,2026-07-10 17:40:38
AB-1-00817,247.14,2026-03-15 08:00:00,small_dollar,sha256:54d12b90312bcf7b,2026-07-10 17:40:38
AB-1-00818,51.82,2026-02-01 10:00:00,fundraising_2026,sha256:9e65627b6ec2c31d,2026-07-10 17:40:38
AB-1-00819,51.34,2026-02-03 02:00:00,volunteer_drive,sha256:3c2b4aadef4680b3,2026-07-10 17:40:38
AB-1-00820,54.55,2026-01-30 10:00:00,fundraising_2026,sha256:36d868b3078e09d5,2026-07-10 17:40:38
AB-1-00821,22.97,2026-02-03 07:00:00,gotv_march,sha256:f99f76134716f78d,2026-07-10 17:40:38
AB-1-00822,24.27,2026-01-23 15:00:00,gotv_march,sha256:29f6ca2e135576f2,2026-07-10 17:40:38
AB-1-00823,52.37,2026-03-29 06:00:00,volunteer_drive,sha256:4a1445bc696af73d,2026-07-10 17:40:38
AB-1-00824,9.41,2026-02-03 06:00:00,volunteer_drive,sha256:0a081ad6cd5d5c9e,2026-07-10 17:40:38
AB-1-00825,4.62,2026-02-15 04:00:00,fundraising_2026,sha256:f50502ad22faadf4,2026-07-10 17:40:38
AB-1-00826,90.13,2026-03-26 15:00:00,fundraising_2026,sha256:f83817d9717e777b,2026-07-10 17:40:38
AB-1-00827,24.96,2026-02-17 19:00:00,gotv_march,sha256:6e6ba57db2b0d02e,2026-07-10 17:40:38
AB-1-00828,47.22,2026-03-07 08:00:00,volunteer_drive,sha256:88a7dc0d01999686,2026-07-10 17:40:38
AB-1-00829,90.65,2026-02-24 15:00:00,gotv_march,sha256:c7a1ca64d52e43dc,2026-07-10 17:40:38
AB-1-00830,54.77,2026-03-29 05:00:00,small_dollar,sha256:7f85ce50531a70b0,2026-07-10 17:40:38
AB-1-00831,235.54,2026-01-02 00:00:00,fundraising_2026,sha256:6dc94f5345f8915c,2026-07-10 17:40:38
AB-1-00832,10.1,2026-03-20 08:00:00,volunteer_drive,sha256:1af0f744ea16aa78,2026-07-10 17:40:38
AB-1-00833,23.42,2026-03-20 10:00:00,small_dollar,sha256:e074e535c6ac496b,2026-07-10 17:40:38
AB-1-00834,26.77,2026-03-31 11:00:00,gotv_march,sha256:b7f9627360380d2e,2026-07-10 17:40:38
AB-1-00835,103.72,2026-03-15 04:00:00,fundraising_2026,sha256:af5c87b867621b45,2026-07-10 17:40:38
AB-1-00836,53.56,2026-01-31 17:00:00,volunteer_drive,sha256:d40356253041cfcc,2026-07-10 17:40:38
AB-1-00837,4.68,2026-01-20 15:00:00,small_dollar,sha256:6abc6c22d922ddfe,2026-07-10 17:40:38
AB-1-00838,104.41,2026-03-22 16:00:00,small_dollar,sha256:4b0acf4c82d53f40,2026-07-10 17:40:38
AB-1-00839,4.9,2026-03-13 18:00:00,volunteer_drive,sha256:478b5e0fc2dd2837,2026-07-10 17:40:38
AB-1-00840,229.82,2026-02-02 15:00:00,gotv_march,sha256:a03a8042d601685c,2026-07-10 17:40:38
AB-1-00841,108.64,2026-02-16 17:00:00,gotv_march,sha256:cc931958a8ed1305,2026-07-10 17:40:38
AB-1-00842,26.84,2026-02-22 03:00:00,volunteer_drive,sha256:0eb0ac93a8d16d93,2026-07-10 17:40:38
AB-1-00843,93.49,2026-03-25 20:00:00,gotv_march,sha256:186de85af41d3953,2026-07-10 17:40:38
AB-1-00844,52.75,2026-03-28 16:00:00,small_dollar,sha256:d6f3bee3fb831214,2026-07-10 17:40:38
AB-1-00845,24.82,2026-02-18 19:00:00,volunteer_drive,sha256:2e2246def63ae62a,2026-07-10 17:40:38
AB-1-00846,51.31,2026-03-23 10:00:00,small_dollar,sha256:988f51d980f035e8,2026-07-10 17:40:38
AB-1-00847,9.69,2026-01-10 02:00:00,gotv_march,sha256:b8ee1e51dddd2ba7,2026-07-10 17:40:38
AB-1-00848,25.53,2026-02-07 22:00:00,small_dollar,sha256:e48370452cc53fe3,2026-07-10 17:40:38
AB-1-00849,254.35,2026-02-26 11:00:00,small_dollar,sha256:e62ffb690b5cd52a,2026-07-10 17:40:38
AB-1-00850,10.46,2026-01-24 00:00:00,gotv_march,sha256:4b80c0f0479d6ebe,2026-07-10 17:40:38
AB-1-00851,4.71,2026-03-31 23:00:00,small_dollar,sha256:96d15e1a76357618,2026-07-10 17:40:38
AB-1-00852,91.08,2026-01-09 15:00:00,small_dollar,sha256:74bc238654cdd6c3,2026-07-10 17:40:38
AB-1-00853,25.59,2026-01-11 03:00:00,fundraising_2026,sha256:251da3a782a77cee,2026-07-10 17:40:38
AB-1-00854,9.49,2026-02-19 09:00:00,gotv_march,sha256:36f67271db0961a0,2026-07-10 17:40:38
AB-1-00855,106.77,2026-01-17 04:00:00,fundraising_2026,sha256:b0eaff08265bdea9,2026-07-10 17:40:38
AB-1-00856,49.67,2026-02-15 10:00:00,gotv_march,sha256:8e766d8c9f5be171,2026-07-10 17:40:38
AB-1-00857,93.54,2026-01-18 22:00:00,small_dollar,sha256:92548ca1b9abb8bf,2026-07-10 17:40:38
AB-1-00858,50.23,2026-03-23 18:00:00,gotv_march,sha256:1f30afe88f05e058,2026-07-10 17:40:38
AB-1-00859,10.61,2026-03-03 17:00:00,small_dollar,sha256:0d73d04ecff9a35d,2026-07-10 17:40:38
AB-1-00860,9.61,2026-02-22 08:00:00,fundraising_2026,sha256:9b0df885d5babcd0,2026-07-10 17:40:38
AB-1-00861,24.85,2026-01-18 11:00:00,fundraising_2026,sha256:25b111b03afc0dec,2026-07-10 17:40:38
AB-1-00862,22.55,2026-03-04 15:00:00,small_dollar,sha256:726b47cce8f9fc4a,2026-07-10 17:40:38
AB-1-00863,5.05,2026-03-18 07:00:00,volunteer_drive,sha256:86856769855fd5e1,2026-07-10 17:40:38
AB-1-00864,47.5,2026-03-13 13:00:00,small_dollar,sha256:50c813d4eb12dc60,2026-07-10 17:40:38
AB-1-00865,4.92,2026-01-29 08:00:00,volunteer_drive,sha256:988e40840fc8b8c3,2026-07-10 17:40:38
AB-1-00866,238.59,2026-03-20 22:00:00,gotv_march,sha256:9411b46906cf2030,2026-07-10 17:40:38
AB-1-00867,9.58,2026-01-09 05:00:00,small_dollar,sha256:d083239eb68de873,2026-07-10 17:40:38
AB-1-00868,99.84,2026-02-04 22:00:00,gotv_march,sha256:c818f704c841f326,2026-07-10 17:40:38
AB-1-00869,4.69,2026-01-07 17:00:00,fundraising_2026,sha256:88a83848fbf8e944,2026-07-10 17:40:38
AB-1-00870,52.27,2026-01-17 22:00:00,volunteer_drive,sha256:54261717ef349326,2026-07-10 17:40:38
AB-1-00871,9.68,2026-01-02 15:00:00,gotv_march,sha256:b54b25c98990a9cc,2026-07-10 17:40:38
AB-1-00872,51.97,2026-03-05 11:00:00,fundraising_2026,sha256:e32c8b5425808914,2026-07-10 17:40:38
AB-1-00873,26.38,2026-01-19 01:00:00,fundraising_2026,sha256:b9a00e8b078a5b78,2026-07-10 17:40:38
AB-1-00874,26.59,2026-01-24 06:00:00,fundraising_2026,sha256:55df381f94497ff9,2026-07-10 17:40:38
AB-1-00875,47.47,2026-02-01 12:00:00,fundraising_2026,sha256:c573fd323042f975,2026-07-10 17:40:38
AB-1-00876,274.11,2026-01-13 16:00:00,small_dollar,sha256:e78f9d63eb0073ae,2026-07-10 17:40:38
AB-1-00877,10.26,2026-02-09 10:00:00,fundraising_2026,sha256:0f45a6be5bd1faef,2026-07-10 17:40:38
AB-1-00878,4.75,2026-03-12 16:00:00,gotv_march,sha256:458ddf32d1eb445c,2026-07-10 17:40:38
AB-1-00879,10.95,2026-01-07 21:00:00,volunteer_drive,sha256:7c5206a2ce37256f,2026-07-10 17:40:38
AB-1-00880,10.59,2026-02-11 00:00:00,fundraising_2026,sha256:5fb15365a25305ca,2026-07-10 17:40:38
AB-1-00881,5.08,2026-02-01 00:00:00,small_dollar,sha256:34693bb04f5ea198,2026-07-10 17:40:38
AB-1-00882,4.75,2026-01-20 11:00:00,small_dollar,sha256:9517661768119aaf,2026-07-10 17:40:38
AB-1-00883,228.0,2026-03-21 10:00:00,gotv_march,sha256:4bdc02a5d3326727,2026-07-10 17:40:38
AB-1-00884,4.63,2026-03-31 17:00:00,volunteer_drive,sha256:eed7155172194ffb,2026-07-10 17:40:38
AB-1-00885,26.53,2026-03-13 20:00:00,small_dollar,sha256:6643b2bb942c6631,2026-07-10 17:40:38
AB-1-00886,48.58,2026-01-03 22:00:00,volunteer_drive,sha256:faa02d4013c80ee6,2026-07-10 17:40:38
AB-1-00887,246.88,2026-01-06 15:00:00,gotv_march,sha256:c39ef08a5b1171b2,2026-07-10 17:40:38
AB-1-00888,93.73,2026-03-04 06:00:00,gotv_march,sha256:fdbfdc5279b97ebb,2026-07-10 17:40:38
AB-1-00889,108.29,2026-03-01 08:00:00,volunteer_drive,sha256:57e5a111629ff887,2026-07-10 17:40:38
AB-1-00890,26.6,2026-01-20 14:00:00,gotv_march,sha256:31853e74a42c2f00,2026-07-10 17:40:38
AB-1-00891,52.34,2026-03-23 16:00:00,fundraising_2026,sha256:4aeda69e192a59db,2026-07-10 17:40:38
AB-1-00892,9.64,2026-02-16 19:00:00,fundraising_2026,sha256:b4a785a8310198f7,2026-07-10 17:40:38
AB-1-00893,10.05,2026-03-10 12:00:00,small_dollar,sha256:542607c483fe2c8d,2026-07-10 17:40:38
AB-1-00894,24.11,2026-01-20 19:00:00,gotv_march,sha256:a560471cbd40a418,2026-07-10 17:40:38
AB-1-00895,4.54,2026-03-08 21:00:00,volunteer_drive,sha256:bd45bb2d10399ddf,2026-07-10 17:40:38
AB-1-00896,4.99,2026-01-05 06:00:00,fundraising_2026,sha256:392b2508b6da2d92,2026-07-10 17:40:38
AB-1-00897,249.5,2026-03-24 12:00:00,gotv_march,sha256:28e0900c9760c95d,2026-07-10 17:40:38
AB-1-00898,228.54,2026-01-29 19:00:00,volunteer_drive,sha256:b230dfa726c0cc7d,2026-07-10 17:40:38
AB-1-00899,228.04,2026-01-11 14:00:00,small_dollar,sha256:705470d266487b5e,2026-07-10 17:40:38
AB-1-00900,25.15,2026-01-08 19:00:00,fundraising_2026,sha256:fdf09ed55db0cc4d,2026-07-10 17:40:38
AB-1-00901,91.94,2026-01-10 06:00:00,volunteer_drive,sha256:4ff01a88ec0ea562,2026-07-10 17:40:38
AB-1-00902,103.14,2026-01-25 06:00:00,volunteer_drive,sha256:4bd7f48e8833cbbf,2026-07-10 17:40:38
AB-1-00903,230.28,2026-03-13 13:00:00,gotv_march,sha256:698babac7db66e75,2026-07-10 17:40:38
AB-1-00904,53.83,2026-03-31 21:00:00,volunteer_drive,sha256:79c3decaa4772e2e,2026-07-10 17:40:38
AB-1-00905,96.75,2026-03-12 12:00:00,volunteer_drive,sha256:88b3ad88a85799ff,2026-07-10 17:40:38
AB-1-00906,27.01,2026-03-18 14:00:00,gotv_march,sha256:545a48d89002295f,2026-07-10 17:40:38
AB-1-00907,53.26,2026-02-22 20:00:00,gotv_march,sha256:93fac09b59fe9f3d,2026-07-10 17:40:38
AB-1-00908,9.75,2026-03-14 17:00:00,gotv_march,sha256:0b85295c88cf2ef6,2026-07-10 17:40:38
AB-1-00909,45.0,2026-02-27 14:00:00,fundraising_2026,sha256:1f09a3fbced2d348,2026-07-10 17:40:38
AB-1-00910,92.7,2026-03-18 00:00:00,gotv_march,sha256:b17eae01a2afe24c,2026-07-10 17:40:38
AB-1-00911,22.61,2026-01-29 06:00:00,gotv_march,sha256:e6ed4aeb5adebc8d,2026-07-10 17:40:38
AB-1-00912,108.52,2026-03-07 17:00:00,volunteer_drive,sha256:833323181a16a909,2026-07-10 17:40:38
AB-1-00913,9.28,2026-02-28 11:00:00,gotv_march,sha256:a07cbee301280895,2026-07-10 17:40:38
AB-1-00914,26.56,2026-02-01 07:00:00,fundraising_2026,sha256:5b720b92832d5966,2026-07-10 17:40:38
AB-1-00915,228.86,2026-03-14 06:00:00,gotv_march,sha256:fec4fbca4a4b877b,2026-07-10 17:40:38
AB-1-00916,260.14,2026-01-23 15:00:00,fundraising_2026,sha256:601261989acc6aa4,2026-07-10 17:40:38
AB-1-00917,265.42,2026-02-08 01:00:00,small_dollar,sha256:2a181714cd11b6c7,2026-07-10 17:40:38
